gene_id,log2fc,padj,comparison,source_sheet
B9J08_001224,1.070122346,0.000456518,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_005302,1.068930939,0.009769494,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_004988,1.066356975,1.77e-05,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_003744,1.062372202,0.000143968,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_002972,1.061141096,0.007376237,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_004098,1.05257018,0.006839677,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_005514,1.04998236,0.000336098,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_003948,1.041778477,0.0053357,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_004750,1.04142699,0.002293717,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_000824,1.036064202,0.002273593,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_004584,1.034695349,0.008018811,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_004847,1.030892129,0.002520732,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_001615,1.01645477,0.005925312,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_002259,1.013420443,2.93e-05,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_001364,1.013349827,0.001288448,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_004883,1.008898745,0.00053678,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_004793,1.006019951,0.001483873,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_000593,1.001919155,3.54e-06,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_003070,1.001819233,0.000908539,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_005078,-1.004787823,1.18e-13,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_000169,-1.0297991,6.19e-05,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_003190,-1.030146379,2.99e-05,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_002262,-1.033051491,0.000120135,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_000645,-1.036971715,4.23e-07,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_004475,-1.053056284,0.000144145,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_002110,-1.063100053,0.007018254,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_002481,-1.106242813,0.002678771,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_000634,-1.106976514,0.000387839,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_000777,-1.132879158,7.04e-05,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_000844,-1.133775112,5.86e-05,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_005322,-1.134620932,0.004561642,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_003016,-1.138794075,5.09e-05,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_002556,-1.140094892,0.001139724,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_001686,-1.153937693,0.001539244,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_003585,-1.165568286,0.007379141,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_003914,-1.186082517,0.005542241,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_001428,-1.23190944,9.09e-05,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_000036,-1.247620596,0.000879113,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_001952,-1.267775146,0.000130635,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_001894,-1.325015274,0.001275698,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_003903,-1.331949267,6.48e-06,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_004360,-1.348717312,1.04e-14,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_001670,-1.369156845,3.81e-08,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_003408,-1.374410495,0.008318795,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_003684,-1.389846509,0.006176939,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_002218,-1.446723892,0.006385017,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_005563,-1.468112392,5.06e-05,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_004468,-1.512088409,0.002966951,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_002616,-1.532016802,0.003045368,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_000701,-1.54217742,0.001064084,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_000918,-1.544175523,0.000158492,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_002108,-1.553393822,0.0039604,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_001792,-1.589386486,0.000101919,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_001292,-1.607702924,2.46e-05,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_005006,-1.654381752,5.76e-07,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_001948,-1.659633114,2.88e-06,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_004797,-1.68511348,0.007018254,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_002217,-1.789220392,5.63e-06,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_004886,-1.836682685,0.007810161,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_001450,-1.868066331,0.000387839,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_002295,-1.903880159,5.27e-05,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_004378,-1.919507359,5.14e-05,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_001519,-1.993662445,0.00574311,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_000656,-2.051568767,8.52e-07,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_002974,-2.093548366,0.000439865,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_002582,-2.156327898,9.97e-05,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_004884,-2.701784466,0.001076532,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_003908,-2.75666127,1.51e-06,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_001548,-2.888970624,0.000353879,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_001549,-3.152345182,5.87e-11,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_001546,-3.233771041,3.86e-10,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
B9J08_002136,-8.756698989,1.93e-71,AR0382_in_vivo_vs_AR0387_in_vivo,supp2_annot
